accession	tax_id	organism	superkingdom	phylum	class	order	family	genus	species
A0A1I4DE57	54910	Brevibacillus centrosporus		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus centrosporus
A0A1I4IX33	334253	Gracilibacillus orientalis		Bacillota	Bacilli	Bacillales	Bacillaceae	Gracilibacillus	Gracilibacillus orientalis
A0A1I4J037	1123291	Pelosinus propionicus DSM 13327		Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Pelosinus	Pelosinus propionicus
A0A1I4JI12	1123291	Pelosinus propionicus DSM 13327		Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Pelosinus	Pelosinus propionicus
A0A1I4LXH3	266892	Salibacterium qingdaonense		Bacillota	Bacilli	Bacillales	Bacillaceae	Salibacterium	Salibacterium qingdaonense
A0A1I5EXV7	1527	Anaerocolumna aminovalerica		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerocolumna	Anaerocolumna aminovalerica
A0A1I5FH09	1527	Anaerocolumna aminovalerica		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerocolumna	Anaerocolumna aminovalerica
A0A1I5QV89	1884432	Salibacterium halotolerans		Bacillota	Bacilli	Bacillales	Bacillaceae	Salibacterium	Salibacterium halotolerans
A0A1I5UPX2	937334	Caldicoprobacter faecalis		Bacillota	Clostridia	Caldicoprobacterales	Caldicoprobacteraceae	Caldicoprobacter	Caldicoprobacter faecalis
A0A1I5VLP3	126156	Psychrobacillus psychrotolerans		Bacillota	Bacilli	Bacillales	Bacillaceae	Psychrobacillus	Psychrobacillus psychrotolerans
A0A1I5X2S9	937334	Caldicoprobacter faecalis		Bacillota	Clostridia	Caldicoprobacterales	Caldicoprobacteraceae	Caldicoprobacter	Caldicoprobacter faecalis
A0A1I5Y353	1121089	Priestia endophytica DSM 13796		Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia	Priestia endophytica
A0A1I6A1Q9	1121089	Priestia endophytica DSM 13796		Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia	Priestia endophytica
A0A1I6B7M4	1121089	Priestia endophytica DSM 13796		Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia	Priestia endophytica
A0A1I6CPZ4	1121426	Desulfoscipio geothermicus DSM 3669		Bacillota	Clostridia	Eubacteriales	Desulfallaceae	Desulfoscipio	Desulfoscipio geothermicus
A0A1I6D133	1121426	Desulfoscipio geothermicus DSM 3669		Bacillota	Clostridia	Eubacteriales	Desulfallaceae	Desulfoscipio	Desulfoscipio geothermicus
A0A1I6DQP3	1121426	Desulfoscipio geothermicus DSM 3669		Bacillota	Clostridia	Eubacteriales	Desulfallaceae	Desulfoscipio	Desulfoscipio geothermicus
A0A1I6ED59	1121426	Desulfoscipio geothermicus DSM 3669		Bacillota	Clostridia	Eubacteriales	Desulfallaceae	Desulfoscipio	Desulfoscipio geothermicus
A0A1I6ILZ5	37658	Anaeromicropila populeti		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaeromicropila	Anaeromicropila populeti
A0A1I6RLR5	1155944	Marininema halotolerans		Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Marininema	Marininema halotolerans
A0A1I6TZZ9	306541	Halolactibacillus miurensis		Bacillota	Bacilli	Bacillales	Bacillaceae	Halolactibacillus	Halolactibacillus miurensis
A0A1I7JPQ0	392015	Alicyclobacillus macrosporangiidus		Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus macrosporangiidus
A0A1I7KWH1	392015	Alicyclobacillus macrosporangiidus		Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus macrosporangiidus
A0A1J0GCW6	1552	Clostridium estertheticum subsp. estertheticum		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium estertheticum
A0A1J0GMZ0	1552	Clostridium estertheticum subsp. estertheticum		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium estertheticum
A0A1J1CUK7	1509	Clostridium sporogenes		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sporogenes
A0A1J5JQ07	1525	Neomoorella thermoacetica		Bacillota	Clostridia	Neomoorellales	Neomoorellaceae	Neomoorella	Neomoorella thermoacetica
A0A1J5NJA1	1525	Neomoorella thermoacetica		Bacillota	Clostridia	Neomoorellales	Neomoorellaceae	Neomoorella	Neomoorella thermoacetica
A0A1J5PBM2	1525	Neomoorella thermoacetica		Bacillota	Clostridia	Neomoorellales	Neomoorellaceae	Neomoorella	Neomoorella thermoacetica
A0A1J6VP46	189382	Rossellomorea aquimaris		Bacillota	Bacilli	Bacillales	Bacillaceae	Rossellomorea	Rossellomorea aquimaris
A0A1J6WFB0	189382	Rossellomorea aquimaris		Bacillota	Bacilli	Bacillales	Bacillaceae	Rossellomorea	Rossellomorea aquimaris
A0A1J9U1Y1	2026189	Bacillus albus		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus albus
A0A1J9U9K9	2026189	Bacillus albus		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus albus
A0A1J9UQD6	2026194	Bacillus paramycoides		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus paramycoides
A0A1J9UQS4	2026189	Bacillus albus		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus albus
A0A1J9UYM9	2026194	Bacillus paramycoides		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus paramycoides
A0A1J9Y293	2026186	Bacillus paranthracis		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus paranthracis
A0A1J9Y5X4	2026186	Bacillus paranthracis		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus paranthracis
A0A1J9YAD7	2026187	Bacillus pacificus		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pacificus
A0A1J9YYV2	2026186	Bacillus paranthracis		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus paranthracis
A0A1L3MR93	1547283	Bacillus weihaiensis		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus weihaiensis
A0A1L3MRA4	1547283	Bacillus weihaiensis		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus weihaiensis
A0A1L3MXP0	1547283	Bacillus weihaiensis		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus weihaiensis
A0A1L3NJL2	1509	Clostridium sporogenes		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sporogenes
A0A1L3NK20	1509	Clostridium sporogenes		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sporogenes
A0A1L5F7X8	1534	Clostridium kluyveri		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium kluyveri
A0A1L5FDU1	1534	Clostridium kluyveri		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium kluyveri
A0A1L6ZJA3	561879	Bacillus safensis		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis
A0A1L8CV63	870242	Carboxydothermus pertinax		Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Carboxydothermus	Carboxydothermus pertinax
A0A1L8D1W9	661089	Carboxydothermus islandicus		Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Carboxydothermus	Carboxydothermus islandicus
A0A1M4TDV5	1121429	Desulforamulus putei DSM 12395		Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Desulforamulus	Desulforamulus putei
A0A1M4TTV0	1121256	Caldanaerobius fijiensis DSM 17918		Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Caldanaerobius	Caldanaerobius fijiensis
A0A1M4UMB4	1121262	Caloramator proteoclasticus DSM 10124		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Caloramator	Caloramator proteoclasticus
A0A1M4UQD0	1123404	Tissierella praeacuta DSM 18095		Bacillota	Tissierellia	Tissierellales	Tissierellaceae	Tissierella	Tissierella praeacuta
A0A1M4V910	1123404	Tissierella praeacuta DSM 18095		Bacillota	Tissierellia	Tissierellales	Tissierellaceae	Tissierella	Tissierella praeacuta
A0A1M4VHZ3	1122155	Lactonifactor longoviformis DSM 17459		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Lactonifactor	Lactonifactor longoviformis
A0A1M4W616	1123369	Thermoanaerobacter uzonensis DSM 18761		Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacter uzonensis
A0A1M4W7M5	112248	Seinonella peptonophila		Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Seinonella	Seinonella peptonophila
A0A1M4XVF5	1533	Clostridium fallax		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium fallax
A0A1M5B7I4	1121256	Caldanaerobius fijiensis DSM 17918		Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Caldanaerobius	Caldanaerobius fijiensis
A0A1M5B8T2	1121425	Desulfofundulus australicus DSM 11792		Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Desulfofundulus	Desulfofundulus australicus
A0A1M5F3W6	930117	Ornithinibacillus halophilus		Bacillota	Bacilli	Bacillales	Bacillaceae	Ornithinibacillus	Ornithinibacillus halophilus
A0A1M5F411	930117	Ornithinibacillus halophilus		Bacillota	Bacilli	Bacillales	Bacillaceae	Ornithinibacillus	Ornithinibacillus halophilus
A0A1M5JH25	1123382	Thermosyntropha lipolytica DSM 11003		Bacillota	Clostridia	Eubacteriales	Syntrophomonadaceae	Thermosyntropha	Thermosyntropha lipolytica
A0A1M5KJ28	1123382	Thermosyntropha lipolytica DSM 11003		Bacillota	Clostridia	Eubacteriales	Syntrophomonadaceae	Thermosyntropha	Thermosyntropha lipolytica
A0A1M5KPH7	930117	Ornithinibacillus halophilus		Bacillota	Bacilli	Bacillales	Bacillaceae	Ornithinibacillus	Ornithinibacillus halophilus
A0A1M5NY19	1121321	Asaccharospora irregularis DSM 2635		Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Asaccharospora	Asaccharospora irregularis
A0A1M5RJX7	411959	Virgibacillus chiguensis		Bacillota	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus chiguensis
A0A1M5T4J4	411959	Virgibacillus chiguensis		Bacillota	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus chiguensis
A0A1M5UQ37	1121264	Caloranaerobacter azorensis DSM 13643		Bacillota	Tissierellia	Tissierellales	Thermohalobacteraceae	Caloranaerobacter	Caloranaerobacter azorensis
A0A1M5VCS1	1121264	Caloranaerobacter azorensis DSM 13643		Bacillota	Tissierellia	Tissierellales	Thermohalobacteraceae	Caloranaerobacter	Caloranaerobacter azorensis
A0A1M5W4W2	1121320	Clostridium intestinale DSM 6191		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium intestinale
A0A1M5WAJ7	1121420	Desulfosporosinus lacus DSM 15449		Bacillota	Clostridia	Eubacteriales	Desulfitobacteriaceae	Desulfosporosinus	Desulfosporosinus lacus
A0A1M5WCG2	1123281	Sporanaerobacter acetigenes DSM 13106		Bacillota	Tissierellia	Tissierellales	Sporanaerobacteraceae	Sporanaerobacter	Sporanaerobacter acetigenes
A0A1M5WEL4	1123282	Sporobacter termitidis DSM 10068		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Sporobacter	Sporobacter termitidis
A0A1M5WQG7	1123281	Sporanaerobacter acetigenes DSM 13106		Bacillota	Tissierellia	Tissierellales	Sporanaerobacteraceae	Sporanaerobacter	Sporanaerobacter acetigenes
A0A1M5XGH3	1121420	Desulfosporosinus lacus DSM 15449		Bacillota	Clostridia	Eubacteriales	Desulfitobacteriaceae	Desulfosporosinus	Desulfosporosinus lacus
A0A1M5YGU8	1123282	Sporobacter termitidis DSM 10068		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Sporobacter	Sporobacter termitidis
A0A1M6E1T7	1123003	Propionispora hippei DSM 15287		Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Propionispora	Propionispora hippei
A0A1M6E5D9	1122184	Lutispora thermophila DSM 19022		Bacillota	Clostridia	Lutisporales	Lutisporaceae	Lutispora	Lutispora thermophila
A0A1M6EHM6	1121420	Desulfosporosinus lacus DSM 15449		Bacillota	Clostridia	Eubacteriales	Desulfitobacteriaceae	Desulfosporosinus	Desulfosporosinus lacus
A0A1M6F2S0	1121298	Clostridium amylolyticum		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium amylolyticum
A0A1M6F4A7	1123003	Propionispora hippei DSM 15287		Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Propionispora	Propionispora hippei
A0A1M6FAH6	1121302	Clostridium cavendishii DSM 21758		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium cavendishii
A0A1M6GD81	1122184	Lutispora thermophila DSM 19022		Bacillota	Clostridia	Lutisporales	Lutisporaceae	Lutispora	Lutispora thermophila
A0A1M6HK58	1121298	Clostridium amylolyticum		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium amylolyticum
A0A1M6IJJ6	1121432	Desulfofundulus thermosubterraneus DSM 16057		Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Desulfofundulus	Desulfofundulus thermosubterraneus
A0A1M6J3J7	1121331	Hathewaya proteolytica DSM 3090		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Hathewaya	Hathewaya proteolytica
A0A1M6JZI7	659425	Thermoclostridium caenicola		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Thermoclostridium	Thermoclostridium caenicola
A0A1M6KFM9	1830138	Alicyclobacillus montanus		Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus tolerans
A0A1M6L5G6	1123003	Propionispora hippei DSM 15287		Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Propionispora	Propionispora hippei
A0A1M6LY04	1121919	Geosporobacter subterraneus DSM 17957		Bacillota	Clostridia	Peptostreptococcales	Thermotaleaceae	Geosporobacter	Geosporobacter subterraneus
A0A1M6MKG9	1121322	Anaerocolumna jejuensis DSM 15929		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerocolumna	Anaerocolumna jejuensis
A0A1M6MNK3	1120989	Anaerobranca californiensis DSM 14826		Bacillota	Clostridia	Eubacteriales	Proteinivoracaceae	Anaerobranca	Anaerobranca californiensis
A0A1M6NNK4	1121322	Anaerocolumna jejuensis DSM 15929		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerocolumna	Anaerocolumna jejuensis
A0A1M6NWA5	1121266	Caminicella sporogenes DSM 14501		Bacillota	Clostridia	Peptostreptococcales	Caminicellaceae	Caminicella	Caminicella sporogenes
A0A1M6P5J2	1120989	Anaerobranca californiensis DSM 14826		Bacillota	Clostridia	Eubacteriales	Proteinivoracaceae	Anaerobranca	Anaerobranca californiensis
A0A1M6PIJ4	1121301	Paramaledivibacter caminithermalis (strain DSM 15212 / CIP 107654 / DViRD3)		Bacillota	Clostridia	Peptostreptococcales	Caminicellaceae	Paramaledivibacter	Paramaledivibacter caminithermalis
A0A1M6QBN2	1121950	Hespellia stercorisuis DSM 15480		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Hespellia	Hespellia stercorisuis
A0A1M6QKL3	1121301	Paramaledivibacter caminithermalis (strain DSM 15212 / CIP 107654 / DViRD3)		Bacillota	Clostridia	Peptostreptococcales	Caminicellaceae	Paramaledivibacter	Paramaledivibacter caminithermalis
A0A1M6RFE1	1123349	Tepidibacter formicigenes DSM 15518		Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Tepidibacter	Tepidibacter formicigenes
A0A1M6RU28	1121266	Caminicella sporogenes DSM 14501		Bacillota	Clostridia	Peptostreptococcales	Caminicellaceae	Caminicella	Caminicella sporogenes
A0A1M6U5X3	1121421	Desulforamulus aeronauticus DSM 10349		Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Desulforamulus	Desulforamulus aeronauticus
A0A1M6UWE8	1830138	Alicyclobacillus montanus		Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus tolerans
A0A1M7IF83	1120996	Anaerosporobacter mobilis DSM 15930		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerosporobacter	Anaerosporobacter mobilis
A0A1M7JJX6	1123231	Lacicoccus alkaliphilus DSM 16010		Bacillota	Bacilli	Bacillales	Salinicoccaceae	Lacicoccus	Lacicoccus alkaliphilus
A0A1M7LXH2	447595	Caldanaerovirga acetigignens		Bacillota	Clostridia	Thermosediminibacterales	Thermosediminibacteraceae	Caldanaerovirga	Caldanaerovirga acetigignens
A0A1M7LXP7	447595	Caldanaerovirga acetigignens		Bacillota	Clostridia	Thermosediminibacterales	Thermosediminibacteraceae	Caldanaerovirga	Caldanaerovirga acetigignens
A0A1M7NQW7	1027249	Gracilibacillus kekensis		Bacillota	Bacilli	Bacillales	Bacillaceae	Gracilibacillus	Gracilibacillus kekensis
A0A1M7SBJ0	1121395	Desulfitobacterium chlororespirans DSM 11544		Bacillota	Clostridia	Eubacteriales	Desulfitobacteriaceae	Desulfitobacterium	Desulfitobacterium chlororespirans
A0A1M7TGH8	1121395	Desulfitobacterium chlororespirans DSM 11544		Bacillota	Clostridia	Eubacteriales	Desulfitobacteriaceae	Desulfitobacterium	Desulfitobacterium chlororespirans
A0A1M7YFV9	1121345	Anaerocolumna xylanovorans DSM 12503		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerocolumna	Anaerocolumna xylanovorans
A0A1N6NHI4	1017273	Domibacillus enclensis		Bacillota	Bacilli	Bacillales	Bacillaceae	Domibacillus	Domibacillus enclensis
A0A1N6QG59	86664	Priestia flexa		Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia	Priestia flexa
A0A1N7B499	86664	Priestia flexa		Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia	Priestia flexa
A0A1N7B4N8	86664	Priestia flexa		Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia	Priestia flexa
A0A1N7J5W1	714067	Kroppenstedtia eburnea		Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Kroppenstedtia	Kroppenstedtia eburnea
A0A1N7K4Z8	252246	Alicyclobacillus vulcanalis		Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus vulcanalis
A0A1N7LI49	714067	Kroppenstedtia eburnea		Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Kroppenstedtia	Kroppenstedtia eburnea
A0A1N7NBE7	714067	Kroppenstedtia eburnea		Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Kroppenstedtia	Kroppenstedtia eburnea
A0A1N7Q0R0	714067	Kroppenstedtia eburnea		Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Kroppenstedtia	Kroppenstedtia eburnea
A0A1Q5P3H1	1714354	Domibacillus mangrovi		Bacillota	Bacilli	Bacillales	Bacillaceae	Domibacillus	Domibacillus mangrovi
A0A1Q5SWZ1	860353	Geobacillus proteiniphilus		Bacillota	Bacilli	Bacillales	Anoxybacillaceae	Geobacillus	Geobacillus proteiniphilus
A0A1Q5SYK8	860353	Geobacillus proteiniphilus		Bacillota	Bacilli	Bacillales	Anoxybacillaceae	Geobacillus	Geobacillus proteiniphilus
A0A1Q8Q506	1714264	Domibacillus antri		Bacillota	Bacilli	Bacillales	Bacillaceae	Domibacillus	Domibacillus antri
A0A1Q8Q5H3	1714264	Domibacillus antri		Bacillota	Bacilli	Bacillales	Bacillaceae	Domibacillus	Domibacillus antri
A0A1Q8Q5H9	1714264	Domibacillus antri		Bacillota	Bacilli	Bacillales	Bacillaceae	Domibacillus	Domibacillus antri
A0A1Q8QIB6	1888891	Desulfosporosinus metallidurans		Bacillota	Clostridia	Eubacteriales	Desulfitobacteriaceae	Desulfosporosinus	Desulfosporosinus metallidurans
A0A1Q8QW93	1888891	Desulfosporosinus metallidurans		Bacillota	Clostridia	Eubacteriales	Desulfitobacteriaceae	Desulfosporosinus	Desulfosporosinus metallidurans
A0A1Q8R2A1	1888891	Desulfosporosinus metallidurans		Bacillota	Clostridia	Eubacteriales	Desulfitobacteriaceae	Desulfosporosinus	Desulfosporosinus metallidurans
A0A1Q8TTP3	1404	Priestia megaterium		Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia	Priestia megaterium
A0A1Q8UNN7	1404	Priestia megaterium		Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia	Priestia megaterium
A0A1R0WM68	189426	Paenibacillus odorifer		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus odorifer
A0A1R0WWI1	189426	Paenibacillus odorifer		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus odorifer
A0A1R0XP51	189426	Paenibacillus odorifer		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus odorifer
A0A1R0XT62	189426	Paenibacillus odorifer		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus odorifer
A0A1R0YWI5	189426	Paenibacillus odorifer		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus odorifer
A0A1R0ZGK8	189426	Paenibacillus odorifer		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus odorifer
A0A1R0ZIW6	189426	Paenibacillus odorifer		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus odorifer
A0A1R1AWR7	1401	Paenibacillus lautus		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus lautus
A0A1R1B0J5	1401	Paenibacillus lautus		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus lautus
A0A1R1C0K7	1451	Paenibacillus amylolyticus		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus amylolyticus
A0A1R1ELW7	297318	Paenibacillus rhizosphaerae		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus rhizosphaerae
A0A1R1ESH0	297318	Paenibacillus rhizosphaerae		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus rhizosphaerae
A0A1R1F1R3	297318	Paenibacillus rhizosphaerae		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus rhizosphaerae
A0A1R1F246	297318	Paenibacillus rhizosphaerae		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus rhizosphaerae
A0A1R1Q8B6	1925020	Bacillus swezeyi		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus swezeyi
A0A1R1QNE1	1925020	Bacillus swezeyi		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus swezeyi
A0A1R1QTN5	1925020	Bacillus swezeyi		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus swezeyi
A0A1S2KVX2	1532552	Anaerobacillus isosaccharinicus		Bacillota	Bacilli	Bacillales	Bacillaceae	Anaerobacillus	Anaerobacillus isosaccharinicus
A0A1S2LRT8	85682	Anaerobacillus arseniciselenatis		Bacillota	Bacilli	Bacillales	Bacillaceae	Anaerobacillus	Anaerobacillus arseniciselenatis
A0A1S2LRU9	85682	Anaerobacillus arseniciselenatis		Bacillota	Bacilli	Bacillales	Bacillaceae	Anaerobacillus	Anaerobacillus arseniciselenatis
A0A1S2M2A5	472963	Anaerobacillus alkalidiazotrophicus		Bacillota	Bacilli	Bacillales	Bacillaceae	Anaerobacillus	Anaerobacillus alkalidiazotrophicus
A0A1S2MDT2	1532552	Anaerobacillus isosaccharinicus		Bacillota	Bacilli	Bacillales	Bacillaceae	Anaerobacillus	Anaerobacillus isosaccharinicus
A0A1S6IX26	1833852	Desulforamulus ferrireducens		Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Desulforamulus	Desulforamulus ferrireducens
