accession	superkingdom	phylum	class	order	family	genus	species
JACJVQ010000005.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Cohnella	Cohnella thailandensis
VDUX01000002.1		Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Aeromicrobium	Aeromicrobium terrae
FR890560.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sp. CAG:448
QOHJ01000010.1		Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Blastococcus	Blastococcus sp. TF02A-30
SMAD01000009.1		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Anseongella	Anseongella ginsenosidimutans
CP002859.1		Bacteroidota	Cytophagia	Cytophagales	Spirosomataceae	Runella	Runella slithyformis
FNFB01000017.1		Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Nonomuraea	Nonomuraea maritima
QUDT01000002.1		Bacillota					Firmicutes bacterium AF36-19BH
RDSM01000002.1		Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Granulicella	Granulicella sibirica
CP003222.2		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium columnare
FXAU01000007.1		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium psychroaquaticum
RHHQ01000002.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus fluminis
SDRZ01000002.1		Candidatus Saccharimonadota					TM7 phylum sp. oral taxon 346
SSXI01000010.1		Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides sp.
JPUW01000002.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus sp. BF-4
NKJF01000032.1		Bacteroidota	Cytophagia	Cytophagales	Cytophagaceae		Cytophagaceae bacterium BCCC1
QDKG01000004.1		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium corticibacter
QULS01000003.1		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium	Faecalibacterium sp. OM04-11BH
JACCCW010000002.1		Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Granulicella	Granulicella arctica
JAGKSB010000002.1		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Rhinopithecimicrobium	Rhinopithecimicrobium faecis
JABAFQ010000015.1		Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium sp. FSA-380-WT-3A
FCNS01000036.1		Bacillota	Clostridia	Eubacteriales			Clostridiales bacterium CHKCI001
SRLH01000006.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium humi
CH672374.1		Bacteroidota	Flavobacteriia				Flavobacteria bacterium BBFL7
JMIH01000013.1		Bacteroidota	Cytophagia	Cytophagales	Cytophagaceae	Anditalea	Anditalea andensis
NPIA01000008.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Lottiidibacillus	Lottiidibacillus patelloidae
BMJT01000009.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus alkalisoli
JACXAD010000016.1		Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter montanus
FOKE01000002.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Cohnella	Cohnella sp. OV330
JACHNF010000001.1		Actinomycetota	Actinomycetes	Propionibacteriales	Kribbellaceae	Kribbella	Kribbella solani
JACHJW010000001.1		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora polyrhachis
JACJVO010000009.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Cohnella	Cohnella zeiphila
NFHY01000001.1		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Drancourtella	Drancourtella sp. An57
QOIL01000028.1		Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Sphaerisporangium	Sphaerisporangium album
SOBG01000002.1		Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Hypnocyclicus	Hypnocyclicus thermotrophus
CP001712.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Robiginitalea	Robiginitalea biformata
JACFAJ010000006.1		Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium	Cetobacterium sp. 2A
SMJU01000006.1		Bacteroidota	Cytophagia	Cytophagales	Spirosomataceae	Arundinibacter	Arundinibacter roseus
DS560019.1		Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Anaerofustis	Anaerofustis stercorihominis
CAIT01000009.1		Bacteroidota	Cytophagia	Cytophagales	Spirosomataceae	Fibrisoma	Fibrisoma limi
JPZU01000001.1		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae		Lachnospiraceae bacterium TWA4
LMIA01000008.1		Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides sp. Root190
BDGL02000012.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Arenibacter	Arenibacter sp. NBRC 103722
AMSQ01000007.1		Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus massiliensis
LMDV01000008.1		Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides sp. Root1257
MIJB01000028.1		Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Aeromicrobium	Aeromicrobium sp. PE09-221
JAERWL010000009.1		Actinomycetota	Actinomycetes	Nakamurellales	Nakamurellaceae	Nakamurella	Nakamurella flavida
CAJPEV010022469.1		Arthropoda	Ostracoda	Podocopida	Darwinulidae	Darwinula	Darwinula stevensoni
CAJPFA010000028.1		Chloroflexota	Thermoflexia	Thermoflexales			Thermoflexales bacterium
FWYF01000001.1		Bacteroidota	Cytophagia	Cytophagales	Reichenbachiellaceae	Reichenbachiella	Reichenbachiella faecimaris
JADBEM010000001.1		Actinomycetota	Actinomycetes	Propionibacteriales	Actinopolymorphaceae	Actinopolymorpha	Actinopolymorpha pittospori
SEWY01000002.1		Bacteroidota	Cytophagia	Cytophagales	Flectobacillaceae	Aquirufa	Aquirufa antheringensis
VUJV01000003.1		Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides humilatus
QUDV01000011.1		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea sp. AF36-15AT
QUQV01000003.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. HNG
BDJG01000003.1		Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides sp. PD653
LPUT01000003.1		Bacillota	Bacilli	Bacillales	Caryophanaceae	Sporosarcina	Sporosarcina sp. HYO08
ANPE02000098.1		Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Crystallibacter	Crystallibacter crystallopoietes
HF997726.1		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia sp. CAG:18
JACDUR010000007.1		Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Nonomuraea	Nonomuraea soli
KQ758644.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia	Priestia veravalensis
VLKN01000001.1		Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Luteimonas	Luteimonas cucumeris
HF990868.1		Bacillota					Firmicutes bacterium CAG:822
JANDBC010000002.1		Balneolota	Balneolia	Balneolales	Balneolaceae	Gracilimonas	Gracilimonas sediminicola
VFOZ01000001.1		Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Actinoallomurus	Actinoallomurus bryophytorum
VIVK01000001.1		Actinomycetota	Actinomycetes	Propionibacteriales	Kribbellaceae	Kribbella	Kribbella amoyensis
VLXZ01000007.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Alkalicoccobacillus	Alkalicoccobacillus porphyridii
BNEL01000001.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. TS71-3
CAJPEV010009819.1		Arthropoda	Ostracoda	Podocopida	Darwinulidae	Darwinula	Darwinula stevensoni
PVNG01000027.1		Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Nonomuraea	Nonomuraea fuscirosea
RZTZ01000013.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Niallia	Niallia taxi
FR904170.1		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia sp. CAG:100
FOUY01000046.1		Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia ammonioxydans
SHKW01000001.1		Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Edaphobacter	Edaphobacter modestus
JAGQFT020000002.1		Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Coralloluteibacterium	Coralloluteibacterium stylophorae
SBKQ01000001.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium piscinae
BAEH01000047.1		Actinomycetota	Actinomycetes	Mycobacteriales	Gordoniaceae	Gordonia	Gordonia effusa
JAAGNZ010000001.1		Bacteroidota	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	Spirosoma agri
PGUY01000043.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Peribacillus	Peribacillus deserti
CP034549.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Nonlabens	Nonlabens ponticola
FMTX01000020.1		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae		Lachnospiraceae bacterium YSD2013
SGXF01000005.1		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Cuneatibacter	Cuneatibacter caecimuris
FPBT01000003.1		Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	Eubacterium pyruvativorans
LDJR01000057.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Lederbergia	Lederbergia galactosidilytica
PDWK01000057.1		Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Pseudoxanthomonas	Pseudoxanthomonas taiwanensis
SEDA01001068.1		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter sp.
DS022294.1		Pseudomonadota	Candidatius Mariprofundia	Mariprofundales	Mariprofundaceae	Mariprofundus	Mariprofundus ferrooxydans
CP060637.1		Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium hominis
RZJR01000011.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Cohnella	Cohnella sp. AR92
POUB01000160.1		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora deserti
QUFW01000030.1		Bacillota					Firmicutes bacterium AF22-6AC
VNJI01000033.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus cremeus
WRPM01000059.1		Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Nesterenkonia	Nesterenkonia alkaliphila
BAFE01000093.1		Actinomycetota	Actinomycetes	Micrococcales	Dermatophilaceae	Mobilicoccus	Mobilicoccus pelagius
PDOE01000005.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Salipaludibacillus	Salipaludibacillus neizhouensis
SSNT01000003.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Metabacillus	Metabacillus sediminilitoris
BMOE01000010.1		Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus aquiradiocola
PISE01000045.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Niallia	Niallia nealsonii
VJZT01000010.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium restrictum
WXYO01000008.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Poritiphilus	Poritiphilus flavus
GL985144.1		Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium animalis
HF995820.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sp. CAG:122
PGEZ01000001.1		Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Mumia	Mumia flava
QUKV01000004.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae		Clostridiaceae bacterium OM08-6BH
JACBYC010000122.1		Bacillota	Bacilli	Bacillales	Gemellaceae	Gemella	Gemella sp. GH3
BMMX01000004.1		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Mangrovihabitans	Mangrovihabitans endophyticus
CP000509.1		Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides sp. JS614
CP046401.1		Bacteroidota	Bacteroidia	Marinilabiliales	Prolixibacteraceae	Maribellus	Maribellus comscasis
GL349422.1		Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus sp. oral taxon 386
JAATJC010000001.1		Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas kaistensis
JACMJS010000119.1		Chlorobiota	Chlorobiia	Chlorobiales			Chlorobiales bacterium
MJEH01000034.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus solimangrovi
MJIG01000004.1		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes sp. 992a
MTBC01000002.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Croceivirga	Croceivirga radicis
RJWA01000015.1		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora sp. HM5-17
BBIW01000001.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. TCA20
FOHX01000034.1		Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Nonomuraea	Nonomuraea wenchangensis
CAAHFH010000002.1		Kiritimatiellota	Kiritimatiellia	Kiritimatiellales	Pontiellaceae	Pontiella	Pontiella sulfatireligans
JAAGNZ010000002.1		Bacteroidota	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	Spirosoma agri
JACKXE010000001.1		Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides luti
KV441378.1		Bacillota	Clostridia	Eubacteriales			Clostridiales bacterium KLE1615
AZRV01000049.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Caldibacillus	Caldibacillus debilis
CP012184.1		Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia sp. EC080619-01
FODJ01000005.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Amphibacillus	Amphibacillus marinus
GL985153.1		Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium animalis
LT629732.1		Actinomycetota	Actinomycetes	Propionibacteriales	Actinopolymorphaceae	Actinopolymorpha	Actinopolymorpha singaporensis
BJYS01000001.1		Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	Adhaeribacter	Adhaeribacter aerolatus
BMNH01000049.1		Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Nonomuraea	Nonomuraea cavernae
FOBF01000001.1		Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Nonomuraea	Nonomuraea pusilla
KQ950180.1		Actinomycetota	Actinomycetes	Streptosporangiales	Nocardiopsidaceae	Thermobifida	Thermobifida cellulosilytica
LGTQ01000013.1		Bacteroidota	Cytophagia	Cytophagales	Leadbetterellaceae	Jiulongibacter	Jiulongibacter sediminis
LMEO01000005.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. Root444D2
QLUW01000001.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus montanisoli
AFVQ02000070.1		Bacillota	Bacilli	Bacillales	Sporolactobacillaceae	Sporolactobacillus	Sporolactobacillus inulinus
BEXB01000054.1		Bacillota	Bacilli	Bacillales	Sporolactobacillaceae	Sporolactobacillus	Sporolactobacillus inulinus
BIFF01000002.1		Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides sp. LS1
BMFG01000002.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium orientale
CP013854.1		Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia sp. HH130630-07
HF993736.1		Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	Eubacterium sp. CAG:603
JPVQ01000058.1		Bacillota	Bacilli	Bacillales	Caryophanaceae	Ureibacillus	Ureibacillus massiliensis
KQ965567.1		Bacillota	Clostridia	Eubacteriales			Clostridiales bacterium KA00134
QJSX01000004.1		Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus yavapaiensis
RBVX01000004.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Salibacterium	Salibacterium salarium
SSOB01000027.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Cohnella	Cohnella fermenti
BKDJ01000008.1		Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Zafaria	Zafaria cholistanensis
BOQP01000002.1		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Winogradskya	Winogradskya consettensis
CP003093.2		Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Pseudoxanthomonas	Pseudoxanthomonas spadix
FQUO01000008.1		Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Cnuella	Cnuella takakiae
HE796683.1		Bacteroidota	Cytophagia	Cytophagales	Spirosomataceae	Fibrella	Fibrella aestuarina
JACHBR010000001.1		Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Sphaerisporangium	Sphaerisporangium krabiense
JACJVN010000050.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Cohnella	Cohnella lubricantis
KE159810.1		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae		Lachnospiraceae bacterium 10-1
MYFO02000012.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus athensensis
SDPU01000018.1		Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides iriomotensis
CP003379.1		Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Terriglobus	Terriglobus roseus
CP023406.1		Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Luteimonas	Luteimonas chenhongjianii
CP038436.1		Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides seonyuensis
FMZM01000001.1		Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides lianchengensis
FNCW01000014.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Psychroflexus	Psychroflexus sediminis
FOKR01000013.1		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Butyrivibrio	Butyrivibrio sp. YAB3001
GL988000.1		Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium varium
LMET01000003.1		Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Aeromicrobium	Aeromicrobium sp. Root472D3
PYVU01000011.1		Bacteroidota	Cytophagia	Cytophagales	Marivirgaceae	Marivirga	Marivirga lumbricoides
VKDC01000004.1		Bacteroidota	Cytophagia	Cytophagales	Fulvivirgaceae	Fulvivirga	Fulvivirga sp. M361
HF995364.1		Bacillota					Firmicutes bacterium CAG:646
BDGL02000003.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Arenibacter	Arenibacter sp. NBRC 103722
CP002691.1		Bacteroidota	Saprospiria	Saprospirales	Haliscomenobacteraceae	Haliscomenobacter	Haliscomenobacter hydrossis
FR886642.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sp. CAG:265
QPEJ01000018.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter sp. WD7
SMGO01000002.1		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Albibacterium	Albibacterium bauzanense
WEIO01000007.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus aerolatus
JADKPV010000007.1		Bacillota	Bacilli	Bacillales	Caryophanaceae	Savagea	Savagea serpentis
QHJN01000139.1		Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Actinomadura	Actinomadura sp. WAC 06369
CYYM01000004.1		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea longicatena
FQUK01000013.1		Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Thermomonas	Thermomonas hydrothermalis
JABBND010000010.1		Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Actinomycetospora	Actinomycetospora sp. TBRC 11914
JACAUA010000004.1		Acidobacteriota	Holophagae	Holophagales	Holophagaceae	Geothrix	Geothrix sp.
JAFLNG010000472.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. FH025
PQVF01000002.1		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Solitalea	Solitalea longa
SIHS01000002.1		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter sp. gm002
BHXQ01000001.1		Bacteroidota	Cytophagia	Cytophagales	Chryseotaleaceae	Chryseotalea	Chryseotalea sanaruensis
FR899400.1		Mycoplasmatota	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma sp. CAG:472
JPRF03000001.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Kitasatospora	Kitasatospora aureofaciens
RJJY01000002.1		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora sp. Llam0
FR899350.1		Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	Eubacterium sp. CAG:38
JADFFL010000002.1		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter myungsuensis
JAGYPF010000005.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Neobacillus	Neobacillus rhizophilus
ML122582.1		Bacillota	Bacilli	Bacillales	Caryophanaceae	Rummeliibacillus	Rummeliibacillus sp. TYF005
VSEY01000077.1		Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Nonomuraea	Nonomuraea sp. PA05
WLCI01000013.1		Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides marmotae
RBVX01000011.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Salibacterium	Salibacterium salarium
FQYX01000014.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Arenibacter	Arenibacter nanhaiticus
JACMKM010000140.1		Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae		Steroidobacteraceae bacterium
JACMPG010000187.1		Bacteroidota	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	Spirosoma sp.
JADGIK010000004.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Faecalibacter	Faecalibacter rhinopitheci
LDJL01000007.1		Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Pseudoxanthomonas	Pseudoxanthomonas dokdonensis
LMGG01000001.1		Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides sp. Root151
